BudgetBookVersion	ObjectCode	BudgetYear	DataVersion	DataValue
2010/11	RECEIPTS TO CREDITED TO PROGRAM	2009/10	ORIGINAL	-31462
2010/11	RECEIPTS TO CREDITED TO PROGRAM	2009/10	REVISED	-30303
2010/11	RECEIPTS TO CREDITED TO PROGRAM	2010/11	ESTIMATE	-18806
2010/11	TRANSFERS & OTHER FUNDS	2008/09	ACTUAL	9447
2010/11	TRANSFERS & OTHER FUNDS	2009/10	ORIGINAL	0
2010/11	TRANSFERS & OTHER FUNDS	2009/10	REVISED	0
2010/11	TRANSFERS & OTHER FUNDS	2010/11	ESTIMATE	28625
2010/11	GOVT. GRANTS & CONTRIBUTIONS	2008/09	ACTUAL	234920
2010/11	GOVT. GRANTS & CONTRIBUTIONS	2009/10	ORIGINAL	244659
2010/11	GOVT. GRANTS & CONTRIBUTIONS	2009/10	REVISED	261100
2010/11	GOVT. GRANTS & CONTRIBUTIONS	2010/11	ESTIMATE	243504
2010/11	DEBT CHARGES	2008/09	ACTUAL	21827
2010/11	DEBT CHARGES	2009/10	ORIGINAL	490
2010/11	DEBT CHARGES	2009/10	REVISED	2055
2010/11	DEBT CHARGES	2010/11	ESTIMATE	39100
2009/10	SALARIES	2007/08	ACTUAL	283417
2009/10	SALARIES	2008/09	ORIGINAL	329910
2009/10	SALARIES	2008/09	REVISED	339530
2009/10	SALARIES	2009/10	ESTIMATE	343857
2009/10	WAGES	2007/08	ACTUAL	91419
2009/10	WAGES	2008/09	ORIGINAL	83546
2009/10	WAGES	2008/09	REVISED	84000
2009/10	WAGES	2009/10	ESTIMATE	78056
2009/10	EMPLOYER OVERHEAD	2007/08	ACTUAL	55452
2009/10	EMPLOYER OVERHEAD	2008/09	ORIGINAL	58496
2009/10	EMPLOYER OVERHEAD	2008/09	REVISED	64680
2009/10	EMPLOYER OVERHEAD	2009/10	ESTIMATE	64382
2009/10	OTHER PERSONNEL COSTS	2007/08	ACTUAL	12147
2009/10	OTHER PERSONNEL COSTS	2008/09	ORIGINAL	9462
2009/10	OTHER PERSONNEL COSTS	2008/09	REVISED	8957
2009/10	OTHER PERSONNEL COSTS	2009/10	ESTIMATE	9074
2009/10	TRAINING	2007/08	ACTUAL	6803
2009/10	TRAINING	2008/09	ORIGINAL	11933
2009/10	TRAINING	2008/09	REVISED	10311
2009/10	TRAINING	2009/10	ESTIMATE	9828
2009/10	TRANSPORT	2007/08	ACTUAL	6542
2009/10	TRANSPORT	2008/09	ORIGINAL	7091
2009/10	TRANSPORT	2008/09	REVISED	7269
2009/10	TRANSPORT	2009/10	ESTIMATE	7353
2009/10	TRAVEL	2007/08	ACTUAL	6396
2009/10	TRAVEL	2008/09	ORIGINAL	7436
2009/10	TRAVEL	2008/09	REVISED	7360
2009/10	TRAVEL	2009/10	ESTIMATE	6321
2009/10	COMMUNICATIONS	2007/08	ACTUAL	8969
2009/10	COMMUNICATIONS	2008/09	ORIGINAL	9309
2009/10	COMMUNICATIONS	2008/09	REVISED	9856
2009/10	COMMUNICATIONS	2009/10	ESTIMATE	9775
2009/10	ADVERTISING & PROMOTION	2007/08	ACTUAL	19166
2009/10	ADVERTISING & PROMOTION	2008/09	ORIGINAL	18770
2009/10	ADVERTISING & PROMOTION	2008/09	REVISED	19173
2009/10	ADVERTISING & PROMOTION	2009/10	ESTIMATE	17346
2009/10	PROFESSIONAL SERVICES	2007/08	ACTUAL	85943
2009/10	PROFESSIONAL SERVICES	2008/09	ORIGINAL	79263
2009/10	PROFESSIONAL SERVICES	2008/09	REVISED	84495
2009/10	PROFESSIONAL SERVICES	2009/10	ESTIMATE	96871
2009/10	RENTALS	2007/08	ACTUAL	13927
2009/10	RENTALS	2008/09	ORIGINAL	16906
2009/10	RENTALS	2008/09	REVISED	17677
2009/10	RENTALS	2009/10	ESTIMATE	17007
2009/10	REPAIR AND MAINTENANCE	2007/08	ACTUAL	19899
2009/10	REPAIR AND MAINTENANCE	2008/09	ORIGINAL	21351
2009/10	REPAIR AND MAINTENANCE	2008/09	REVISED	21597
2009/10	REPAIR AND MAINTENANCE	2009/10	ESTIMATE	19873
2009/10	INSURANCE	2007/08	ACTUAL	12286
2009/10	INSURANCE	2008/09	ORIGINAL	11952
2009/10	INSURANCE	2008/09	REVISED	11594
2009/10	INSURANCE	2009/10	ESTIMATE	11189
2009/10	ENERGY	2007/08	ACTUAL	18746
2009/10	ENERGY	2008/09	ORIGINAL	19200
2009/10	ENERGY	2008/09	REVISED	19710
2009/10	ENERGY	2009/10	ESTIMATE	20819
2009/10	CLOTHING, UNIFORMS, LAUNDRY	2007/08	ACTUAL	2190
2009/10	CLOTHING, UNIFORMS, LAUNDRY	2008/09	ORIGINAL	3021
2009/10	CLOTHING, UNIFORMS, LAUNDRY	2008/09	REVISED	3019
2009/10	CLOTHING, UNIFORMS, LAUNDRY	2009/10	ESTIMATE	2642
2009/10	MATERIALS & SUPPLIES	2007/08	ACTUAL	38169
2009/10	MATERIALS & SUPPLIES	2008/09	ORIGINAL	35036
2009/10	MATERIALS & SUPPLIES	2008/09	REVISED	34590
2009/10	MATERIALS & SUPPLIES	2009/10	ESTIMATE	33491
2009/10	EQUIPMENT PURCHASES	2007/08	ACTUAL	2156
2009/10	EQUIPMENT PURCHASES	2008/09	ORIGINAL	1827
2009/10	EQUIPMENT PURCHASES	2008/09	REVISED	1247
2009/10	EQUIPMENT PURCHASES	2009/10	ESTIMATE	1422
2009/10	OTHER EXPENSES	2007/08	ACTUAL	4704
2009/10	OTHER EXPENSES	2008/09	ORIGINAL	5064
2009/10	OTHER EXPENSES	2008/09	REVISED	5200
2009/10	OTHER EXPENSES	2009/10	ESTIMATE	3895
2009/10	RECEIPTS TO CREDITED TO PROGRAM	2007/08	ACTUAL	-18811
2009/10	RECEIPTS TO CREDITED TO PROGRAM	2008/09	ORIGINAL	-19020
2009/10	RECEIPTS TO CREDITED TO PROGRAM	2008/09	REVISED	-19020
2009/10	RECEIPTS TO CREDITED TO PROGRAM	2009/10	ESTIMATE	-31462
2009/10	TRANSFERS & OTHER FUNDS	2007/08	ACTUAL	5625
2009/10	TRANSFERS & OTHER FUNDS	2008/09	ORIGINAL	8625
2009/10	TRANSFERS & OTHER FUNDS	2008/09	REVISED	8625
2009/10	TRANSFERS & OTHER FUNDS	2009/10	ESTIMATE	0
2009/10	GOVT. GRANTS & CONTRIBUTIONS	2007/08	ACTUAL	215426
2009/10	GOVT. GRANTS & CONTRIBUTIONS	2008/09	ORIGINAL	220656
2009/10	GOVT. GRANTS & CONTRIBUTIONS	2008/09	REVISED	211748
2009/10	GOVT. GRANTS & CONTRIBUTIONS	2009/10	ESTIMATE	244659
2009/10	DEBT CHARGES	2007/08	ACTUAL	18525
2009/10	DEBT CHARGES	2008/09	ORIGINAL	22006
2009/10	DEBT CHARGES	2008/09	REVISED	20835
2009/10	DEBT CHARGES	2009/10	ESTIMATE	490
2008/09	SALARIES	2006/07	ACTUAL	254945
2008/09	SALARIES	2007/08	ORIGINAL	310238
2008/09	SALARIES	2007/08	REVISED	309327
2008/09	SALARIES	2008/09	ESTIMATE	329910
2008/09	WAGES	2006/07	ACTUAL	84208
2008/09	WAGES	2007/08	ORIGINAL	78480
2008/09	WAGES	2007/08	REVISED	79441
2008/09	WAGES	2008/09	ESTIMATE	83546
2008/09	EMPLOYER OVERHEAD	2006/07	ACTUAL	46128
2008/09	EMPLOYER OVERHEAD	2007/08	ORIGINAL	48094
2008/09	EMPLOYER OVERHEAD	2007/08	REVISED	52466
2008/09	EMPLOYER OVERHEAD	2008/09	ESTIMATE	58496
2008/09	OTHER PERSONNEL COSTS	2006/07	ACTUAL	7860
2008/09	OTHER PERSONNEL COSTS	2007/08	ORIGINAL	8942
2008/09	OTHER PERSONNEL COSTS	2007/08	REVISED	8820
2008/09	OTHER PERSONNEL COSTS	2008/09	ESTIMATE	9462
2008/09	TRAINING	2006/07	ACTUAL	6065
2008/09	TRAINING	2007/08	ORIGINAL	9653
2008/09	TRAINING	2007/08	REVISED	9172
2008/09	TRAINING	2008/09	ESTIMATE	11933
2008/09	TRANSPORT	2006/07	ACTUAL	5956
2008/09	TRANSPORT	2007/08	ORIGINAL	6404
2008/09	TRANSPORT	2007/08	REVISED	6576
2008/09	TRANSPORT	2008/09	ESTIMATE	7091
2008/09	TRAVEL	2006/07	ACTUAL	5570
2008/09	TRAVEL	2007/08	ORIGINAL	7629
2008/09	TRAVEL	2007/08	REVISED	7817
2008/09	TRAVEL	2008/09	ESTIMATE	7436
2008/09	COMMUNICATIONS	2006/07	ACTUAL	8130
2008/09	COMMUNICATIONS	2007/08	ORIGINAL	7864
2008/09	COMMUNICATIONS	2007/08	REVISED	8118
2008/09	COMMUNICATIONS	2008/09	ESTIMATE	9309
2008/09	ADVERTISING & PROMOTION	2006/07	ACTUAL	19327
2008/09	ADVERTISING & PROMOTION	2007/08	ORIGINAL	18610
2008/09	ADVERTISING & PROMOTION	2007/08	REVISED	21301
2008/09	ADVERTISING & PROMOTION	2008/09	ESTIMATE	18770
2008/09	PROFESSIONAL SERVICES	2006/07	ACTUAL	71575
2008/09	PROFESSIONAL SERVICES	2007/08	ORIGINAL	65286
2008/09	PROFESSIONAL SERVICES	2007/08	REVISED	71062
2008/09	PROFESSIONAL SERVICES	2008/09	ESTIMATE	79263
2008/09	RENTALS	2006/07	ACTUAL	11941
2008/09	RENTALS	2007/08	ORIGINAL	15681
2008/09	RENTALS	2007/08	REVISED	16254
2008/09	RENTALS	2008/09	ESTIMATE	16906
2008/09	REPAIR AND MAINTENANCE	2006/07	ACTUAL	17331
2008/09	REPAIR AND MAINTENANCE	2007/08	ORIGINAL	18244
2008/09	REPAIR AND MAINTENANCE	2007/08	REVISED	18674
2008/09	REPAIR AND MAINTENANCE	2008/09	ESTIMATE	21351
2008/09	INSURANCE	2006/07	ACTUAL	10456
2008/09	INSURANCE	2007/08	ORIGINAL	12530
2008/09	INSURANCE	2007/08	REVISED	12800
2008/09	INSURANCE	2008/09	ESTIMATE	11952
2008/09	ENERGY	2006/07	ACTUAL	16404
2008/09	ENERGY	2007/08	ORIGINAL	16826
2008/09	ENERGY	2007/08	REVISED	18453
2008/09	ENERGY	2008/09	ESTIMATE	19200
2008/09	CLOTHING, UNIFORMS, LAUNDRY	2006/07	ACTUAL	1980
2008/09	CLOTHING, UNIFORMS, LAUNDRY	2007/08	ORIGINAL	2576
2008/09	CLOTHING, UNIFORMS, LAUNDRY	2007/08	REVISED	2503
2008/09	CLOTHING, UNIFORMS, LAUNDRY	2008/09	ESTIMATE	3021
2008/09	MATERIALS & SUPPLIES	2006/07	ACTUAL	35302
2008/09	MATERIALS & SUPPLIES	2007/08	ORIGINAL	29197
2008/09	MATERIALS & SUPPLIES	2007/08	REVISED	36024
2008/09	MATERIALS & SUPPLIES	2008/09	ESTIMATE	35036
2008/09	EQUIPMENT PURCHASES	2006/07	ACTUAL	2409
2008/09	EQUIPMENT PURCHASES	2007/08	ORIGINAL	3483
2008/09	EQUIPMENT PURCHASES	2007/08	REVISED	4131
2008/09	EQUIPMENT PURCHASES	2008/09	ESTIMATE	1827
2008/09	OTHER EXPENSES	2006/07	ACTUAL	3420
2008/09	OTHER EXPENSES	2007/08	ORIGINAL	6992
2008/09	OTHER EXPENSES	2007/08	REVISED	5463
2008/09	OTHER EXPENSES	2008/09	ESTIMATE	5064
2008/09	RECEIPTS TO CREDITED TO PROGRAM	2006/07	ACTUAL	-16218
2008/09	RECEIPTS TO CREDITED TO PROGRAM	2007/08	ORIGINAL	-8838
2008/09	RECEIPTS TO CREDITED TO PROGRAM	2007/08	REVISED	-17367
2008/09	RECEIPTS TO CREDITED TO PROGRAM	2008/09	ESTIMATE	-19020
2008/09	CAPITAL RECHARGES	2006/07	ACTUAL	0
2008/09	CAPITAL RECHARGES	2007/08	ORIGINAL	-910
2008/09	CAPITAL RECHARGES	2007/08	REVISED	182
2008/09	CAPITAL RECHARGES	2008/09	ESTIMATE	0
2008/09	TRANSFERS & OTHER FUNDS	2006/07	ACTUAL	4388
2008/09	TRANSFERS & OTHER FUNDS	2007/08	ORIGINAL	6375
2008/09	TRANSFERS & OTHER FUNDS	2007/08	REVISED	5625
2008/09	TRANSFERS & OTHER FUNDS	2008/09	ESTIMATE	8625
2008/09	GOVT. GRANTS & CONTRIBUTIONS	2006/07	ACTUAL	242700
2008/09	GOVT. GRANTS & CONTRIBUTIONS	2007/08	ORIGINAL	204521
2008/09	GOVT. GRANTS & CONTRIBUTIONS	2007/08	REVISED	209364
2008/09	GOVT. GRANTS & CONTRIBUTIONS	2008/09	ESTIMATE	220656
2008/09	DEBT CHARGES	2006/07	ACTUAL	14510
2008/09	DEBT CHARGES	2007/08	ORIGINAL	16935
2008/09	DEBT CHARGES	2007/08	REVISED	17290
2008/09	DEBT CHARGES	2008/09	ESTIMATE	22006
2007/08	SALARIES	2005/06	ACTUAL	239021
2007/08	SALARIES	2006/07	ORIGINAL	280529
2007/08	SALARIES	2006/07	REVISED	285280
2007/08	SALARIES	2007/08	ESTIMATE	310238
2007/08	WAGES	2005/06	ACTUAL	77443
2007/08	WAGES	2006/07	ORIGINAL	72270
2007/08	WAGES	2006/07	REVISED	73598
2007/08	WAGES	2007/08	ESTIMATE	78480
2007/08	EMPLOYER OVERHEAD	2005/06	ACTUAL	37728
2007/08	EMPLOYER OVERHEAD	2006/07	ORIGINAL	40101
2007/08	EMPLOYER OVERHEAD	2006/07	REVISED	42366
2007/08	EMPLOYER OVERHEAD	2007/08	ESTIMATE	48094
2007/08	OTHER PERSONNEL COSTS	2005/06	ACTUAL	6989
2007/08	OTHER PERSONNEL COSTS	2006/07	ORIGINAL	7883
2007/08	OTHER PERSONNEL COSTS	2006/07	REVISED	7901
2007/08	OTHER PERSONNEL COSTS	2007/08	ESTIMATE	8942
2007/08	TRAINING	2005/06	ACTUAL	5895
2007/08	TRAINING	2006/07	ORIGINAL	8924
2007/08	TRAINING	2006/07	REVISED	8705
2007/08	TRAINING	2007/08	ESTIMATE	9653
2007/08	TRANSPORT	2005/06	ACTUAL	7110
2007/08	TRANSPORT	2006/07	ORIGINAL	5329
2007/08	TRANSPORT	2006/07	REVISED	5420
2007/08	TRANSPORT	2007/08	ESTIMATE	6404
2007/08	TRAVEL	2005/06	ACTUAL	4858
2007/08	TRAVEL	2006/07	ORIGINAL	11883
2007/08	TRAVEL	2006/07	REVISED	6571
2007/08	TRAVEL	2007/08	ESTIMATE	7629
2007/08	COMMUNICATIONS	2005/06	ACTUAL	7134
2007/08	COMMUNICATIONS	2006/07	ORIGINAL	13660
2007/08	COMMUNICATIONS	2006/07	REVISED	8656
2007/08	COMMUNICATIONS	2007/08	ESTIMATE	7864
2007/08	ADVERTISING & PROMOTION	2005/06	ACTUAL	20695
2007/08	ADVERTISING & PROMOTION	2006/07	ORIGINAL	9263
2007/08	ADVERTISING & PROMOTION	2006/07	REVISED	18371
2007/08	ADVERTISING & PROMOTION	2007/08	ESTIMATE	18610
2007/08	PROFESSIONAL SERVICES	2005/06	ACTUAL	56856
2007/08	PROFESSIONAL SERVICES	2006/07	ORIGINAL	66262
2007/08	PROFESSIONAL SERVICES	2006/07	REVISED	66272
2007/08	PROFESSIONAL SERVICES	2007/08	ESTIMATE	65286
2007/08	RENTALS	2005/06	ACTUAL	11029
2007/08	RENTALS	2006/07	ORIGINAL	12387
2007/08	RENTALS	2006/07	REVISED	14136
2007/08	RENTALS	2007/08	ESTIMATE	15681
2007/08	REPAIR AND MAINTENANCE	2005/06	ACTUAL	13275
2007/08	REPAIR AND MAINTENANCE	2006/07	ORIGINAL	16539
2007/08	REPAIR AND MAINTENANCE	2006/07	REVISED	17619
2007/08	REPAIR AND MAINTENANCE	2007/08	ESTIMATE	18244
2007/08	INSURANCE	2005/06	ACTUAL	9444
2007/08	INSURANCE	2006/07	ORIGINAL	11101
2007/08	INSURANCE	2006/07	REVISED	10910
2007/08	INSURANCE	2007/08	ESTIMATE	12530
2007/08	ENERGY	2005/06	ACTUAL	14674
2007/08	ENERGY	2006/07	ORIGINAL	12841
2007/08	ENERGY	2006/07	REVISED	15145
2007/08	ENERGY	2007/08	ESTIMATE	16826
2007/08	CLOTHING, UNIFORMS, LAUNDRY	2005/06	ACTUAL	1758
2007/08	CLOTHING, UNIFORMS, LAUNDRY	2006/07	ORIGINAL	2170
2007/08	CLOTHING, UNIFORMS, LAUNDRY	2006/07	REVISED	2365
2007/08	CLOTHING, UNIFORMS, LAUNDRY	2007/08	ESTIMATE	2576
2007/08	MATERIALS & SUPPLIES	2005/06	ACTUAL	30464
2007/08	MATERIALS & SUPPLIES	2006/07	ORIGINAL	30026
2007/08	MATERIALS & SUPPLIES	2006/07	REVISED	32121
2007/08	MATERIALS & SUPPLIES	2007/08	ESTIMATE	29197
2007/08	EQUIPMENT PURCHASES	2005/06	ACTUAL	2232
2007/08	EQUIPMENT PURCHASES	2006/07	ORIGINAL	3850
2007/08	EQUIPMENT PURCHASES	2006/07	REVISED	4076
2007/08	EQUIPMENT PURCHASES	2007/08	ESTIMATE	3483
2007/08	OTHER EXPENSES	2005/06	ACTUAL	2308
2007/08	OTHER EXPENSES	2006/07	ORIGINAL	5805
2007/08	OTHER EXPENSES	2006/07	REVISED	6532
2007/08	OTHER EXPENSES	2007/08	ESTIMATE	6992
2007/08	RECEIPTS TO CREDITED TO PROGRAM	2005/06	ACTUAL	-15514
2007/08	RECEIPTS TO CREDITED TO PROGRAM	2006/07	ORIGINAL	-15635
2007/08	RECEIPTS TO CREDITED TO PROGRAM	2006/07	REVISED	-15072
2007/08	RECEIPTS TO CREDITED TO PROGRAM	2007/08	ESTIMATE	-8838
2007/08	CAPITAL RECHARGES	2005/06	ACTUAL	0
2007/08	CAPITAL RECHARGES	2006/07	ORIGINAL	-1690
2007/08	CAPITAL RECHARGES	2006/07	REVISED	-1690
2007/08	CAPITAL RECHARGES	2007/08	ESTIMATE	-910
2007/08	TRANSFERS & OTHER FUNDS	2005/06	ACTUAL	3063
2007/08	TRANSFERS & OTHER FUNDS	2006/07	ORIGINAL	3800
2007/08	TRANSFERS & OTHER FUNDS	2006/07	REVISED	4400
2007/08	TRANSFERS & OTHER FUNDS	2007/08	ESTIMATE	6375
2007/08	GOVT. GRANTS & CONTRIBUTIONS	2005/06	ACTUAL	174363
2007/08	GOVT. GRANTS & CONTRIBUTIONS	2006/07	ORIGINAL	196637
2007/08	GOVT. GRANTS & CONTRIBUTIONS	2006/07	REVISED	193594
2007/08	GOVT. GRANTS & CONTRIBUTIONS	2007/08	ESTIMATE	204521
2007/08	DEBT CHARGES	2005/06	ACTUAL	10869
2007/08	DEBT CHARGES	2006/07	ORIGINAL	12190
2007/08	DEBT CHARGES	2006/07	REVISED	14740
2007/08	DEBT CHARGES	2007/08	ESTIMATE	16935
2006/07	SALARIES	2004/05	ACTUAL	225792
2006/07	SALARIES	2005/06	ORIGINAL	254800
2006/07	SALARIES	2005/06	REVISED	255240
2006/07	SALARIES	2006/07	ESTIMATE	280529
2006/07	WAGES	2004/05	ACTUAL	70707
2006/07	WAGES	2005/06	ORIGINAL	67655
2006/07	WAGES	2005/06	REVISED	68750
2006/07	WAGES	2006/07	ESTIMATE	72270
2006/07	EMPLOYER OVERHEAD	2004/05	ACTUAL	83465
2006/07	EMPLOYER OVERHEAD	2005/06	ORIGINAL	37867
2006/07	EMPLOYER OVERHEAD	2005/06	REVISED	37569
2006/07	EMPLOYER OVERHEAD	2006/07	ESTIMATE	40101
2006/07	OTHER PERSONNEL COSTS	2004/05	ACTUAL	6806
2006/07	OTHER PERSONNEL COSTS	2005/06	ORIGINAL	7888
2006/07	OTHER PERSONNEL COSTS	2005/06	REVISED	7697
2006/07	OTHER PERSONNEL COSTS	2006/07	ESTIMATE	7883
2006/07	TRAINING	2004/05	ACTUAL	4862
2006/07	TRAINING	2005/06	ORIGINAL	8290
2006/07	TRAINING	2005/06	REVISED	8188
2006/07	TRAINING	2006/07	ESTIMATE	8924
2006/07	TRANSPORT	2004/05	ACTUAL	6173
2006/07	TRANSPORT	2005/06	ORIGINAL	3987
2006/07	TRANSPORT	2005/06	REVISED	3999
2006/07	TRANSPORT	2006/07	ESTIMATE	5329
2006/07	TRAVEL	2004/05	ACTUAL	4629
2006/07	TRAVEL	2005/06	ORIGINAL	5138
2006/07	TRAVEL	2005/06	REVISED	5150
2006/07	TRAVEL	2006/07	ESTIMATE	6433
2006/07	COMMUNICATIONS	2004/05	ACTUAL	6451
2006/07	COMMUNICATIONS	2005/06	ORIGINAL	6618
2006/07	COMMUNICATIONS	2005/06	REVISED	7509
2006/07	COMMUNICATIONS	2006/07	ESTIMATE	10160
2006/07	ADVERTISING & PROMOTION	2004/05	ACTUAL	22261
2006/07	ADVERTISING & PROMOTION	2005/06	ORIGINAL	19897
2006/07	ADVERTISING & PROMOTION	2005/06	REVISED	21239
2006/07	ADVERTISING & PROMOTION	2006/07	ESTIMATE	16213
2006/07	PROFESSIONAL SERVICES	2004/05	ACTUAL	52057
2006/07	PROFESSIONAL SERVICES	2005/06	ORIGINAL	47097
2006/07	PROFESSIONAL SERVICES	2005/06	REVISED	48027
2006/07	PROFESSIONAL SERVICES	2006/07	ESTIMATE	68262
2006/07	RENTALS	2004/05	ACTUAL	10446
2006/07	RENTALS	2005/06	ORIGINAL	12775
2006/07	RENTALS	2005/06	REVISED	13634
2006/07	RENTALS	2006/07	ESTIMATE	12387
2006/07	REPAIR AND MAINTENANCE	2004/05	ACTUAL	13479
2006/07	REPAIR AND MAINTENANCE	2005/06	ORIGINAL	21316
2006/07	REPAIR AND MAINTENANCE	2005/06	REVISED	22911
2006/07	REPAIR AND MAINTENANCE	2006/07	ESTIMATE	16539
2006/07	INSURANCE	2004/05	ACTUAL	7419
2006/07	INSURANCE	2005/06	ORIGINAL	9800
2006/07	INSURANCE	2005/06	REVISED	9798
2006/07	INSURANCE	2006/07	ESTIMATE	11101
2006/07	ENERGY	2004/05	ACTUAL	12973
2006/07	ENERGY	2005/06	ORIGINAL	11516
2006/07	ENERGY	2005/06	REVISED	12341
2006/07	ENERGY	2006/07	ESTIMATE	12841
2006/07	CLOTHING, UNIFORMS, LAUNDRY	2004/05	ACTUAL	1834
2006/07	CLOTHING, UNIFORMS, LAUNDRY	2005/06	ORIGINAL	1936
2006/07	CLOTHING, UNIFORMS, LAUNDRY	2005/06	REVISED	2126
2006/07	CLOTHING, UNIFORMS, LAUNDRY	2006/07	ESTIMATE	2170
2006/07	MATERIALS & SUPPLIES	2004/05	ACTUAL	29228
2006/07	MATERIALS & SUPPLIES	2005/06	ORIGINAL	23694
2006/07	MATERIALS & SUPPLIES	2005/06	REVISED	23153
2006/07	MATERIALS & SUPPLIES	2006/07	ESTIMATE	30026
2006/07	EQUIPMENT PURCHASES	2004/05	ACTUAL	2418
2006/07	EQUIPMENT PURCHASES	2005/06	ORIGINAL	703
2006/07	EQUIPMENT PURCHASES	2005/06	REVISED	829
2006/07	EQUIPMENT PURCHASES	2006/07	ESTIMATE	3850
2006/07	OTHER EXPENSES	2004/05	ACTUAL	3094
2006/07	OTHER EXPENSES	2005/06	ORIGINAL	7932
2006/07	OTHER EXPENSES	2005/06	REVISED	7106
2006/07	OTHER EXPENSES	2006/07	ESTIMATE	5805
2006/07	RECEIPTS TO CREDITED TO PROGRAM	2004/05	ACTUAL	-13173
2006/07	RECEIPTS TO CREDITED TO PROGRAM	2005/06	ORIGINAL	-17257
2006/07	RECEIPTS TO CREDITED TO PROGRAM	2005/06	REVISED	-17117
2006/07	RECEIPTS TO CREDITED TO PROGRAM	2006/07	ESTIMATE	-15635
2006/07	CAPITAL RECHARGES	2004/05	ACTUAL	0
2006/07	CAPITAL RECHARGES	2005/06	ORIGINAL	-1690
2006/07	CAPITAL RECHARGES	2005/06	REVISED	-1690
2006/07	CAPITAL RECHARGES	2006/07	ESTIMATE	-1690
2006/07	TRANSFERS & OTHER FUNDS	2004/05	ACTUAL	3063
2006/07	TRANSFERS & OTHER FUNDS	2005/06	ORIGINAL	3752
2006/07	TRANSFERS & OTHER FUNDS	2005/06	REVISED	3502
2006/07	TRANSFERS & OTHER FUNDS	2006/07	ESTIMATE	3800
2006/07	GOVT. GRANTS & CONTRIBUTIONS	2004/05	ACTUAL	159113
2006/07	GOVT. GRANTS & CONTRIBUTIONS	2005/06	ORIGINAL	166919
2006/07	GOVT. GRANTS & CONTRIBUTIONS	2005/06	REVISED	173941
2006/07	GOVT. GRANTS & CONTRIBUTIONS	2006/07	ESTIMATE	196637
2006/07	DEBT CHARGES	2004/05	ACTUAL	8953
2006/07	DEBT CHARGES	2005/06	ORIGINAL	10519
2006/07	DEBT CHARGES	2005/06	REVISED	10819
2006/07	DEBT CHARGES	2006/07	ESTIMATE	12190
2005/06	SALARIES	2003/04	ACTUAL	215074
2005/06	SALARIES	2004/05	ORIGINAL	243166
2005/06	SALARIES	2004/05	REVISED	253120
2005/06	SALARIES	2005/06	ESTIMATE	254800
2005/06	WAGES	2003/04	ACTUAL	65290
2005/06	WAGES	2004/05	ORIGINAL	62654
2005/06	WAGES	2004/05	REVISED	64467
2005/06	WAGES	2005/06	ESTIMATE	67655
2005/06	EMPLOYER OVERHEAD	2003/04	ACTUAL	31118
2005/06	EMPLOYER OVERHEAD	2004/05	ORIGINAL	32250
2005/06	EMPLOYER OVERHEAD	2004/05	REVISED	32656
2005/06	EMPLOYER OVERHEAD	2005/06	ESTIMATE	37867
2005/06	OTHER PERSONNEL COSTS	2003/04	ACTUAL	6262
2005/06	OTHER PERSONNEL COSTS	2004/05	ORIGINAL	7439
2005/06	OTHER PERSONNEL COSTS	2004/05	REVISED	7043
2005/06	OTHER PERSONNEL COSTS	2005/06	ESTIMATE	7888
2005/06	TRAINING	2003/04	ACTUAL	3929
2005/06	TRAINING	2004/05	ORIGINAL	7024
2005/06	TRAINING	2004/05	REVISED	6541
2005/06	TRAINING	2005/06	ESTIMATE	8290
2005/06	TRANSPORT	2003/04	ACTUAL	5189
2005/06	TRANSPORT	2004/05	ORIGINAL	4142
2005/06	TRANSPORT	2004/05	REVISED	4118
2005/06	TRANSPORT	2005/06	ESTIMATE	3987
2005/06	TRAVEL	2003/04	ACTUAL	4118
2005/06	TRAVEL	2004/05	ORIGINAL	4716
2005/06	TRAVEL	2004/05	REVISED	4741
2005/06	TRAVEL	2005/06	ESTIMATE	5138
2005/06	COMMUNICATIONS	2003/04	ACTUAL	5418
2005/06	COMMUNICATIONS	2004/05	ORIGINAL	5770
2005/06	COMMUNICATIONS	2004/05	REVISED	6274
2005/06	COMMUNICATIONS	2005/06	ESTIMATE	6618
2005/06	ADVERTISING & PROMOTION	2003/04	ACTUAL	21208
2005/06	ADVERTISING & PROMOTION	2004/05	ORIGINAL	21139
2005/06	ADVERTISING & PROMOTION	2004/05	REVISED	21327
2005/06	ADVERTISING & PROMOTION	2005/06	ESTIMATE	19897
2005/06	PROFESSIONAL SERVICES	2003/04	ACTUAL	50787
2005/06	PROFESSIONAL SERVICES	2004/05	ORIGINAL	41267
2005/06	PROFESSIONAL SERVICES	2004/05	REVISED	43669
2005/06	PROFESSIONAL SERVICES	2005/06	ESTIMATE	47097
2005/06	RENTALS	2003/04	ACTUAL	9812
2005/06	RENTALS	2004/05	ORIGINAL	10476
2005/06	RENTALS	2004/05	REVISED	11038
2005/06	RENTALS	2005/06	ESTIMATE	12775
2005/06	REPAIR AND MAINTENANCE	2003/04	ACTUAL	11496
2005/06	REPAIR AND MAINTENANCE	2004/05	ORIGINAL	19028
2005/06	REPAIR AND MAINTENANCE	2004/05	REVISED	19715
2005/06	REPAIR AND MAINTENANCE	2005/06	ESTIMATE	21316
2005/06	INSURANCE	2003/04	ACTUAL	5708
